event_name,wikipedia_url,scraped_at,date_raw,venue,venue_wiki_path,location,attendance,attendance_raw,gate_revenue,gate_raw,venue_capacity,sell_through,source,ppv_buys,event_date
UFC 222: Cyborg vs. Kunitskaya,https://en.wikipedia.org/wiki/UFC_222%3A_Cyborg_vs._Kunitskaya,2025-12-07T15:38:06.978914,"March 3, 2018(2018-03-03)",T-Mobile Arena,/wiki/T-Mobile_Arena,"Paradise, Nevada",12041.0,"12,041[1]",1367672.0,"$1,367,672[1]",20000.0,0.60205,Wikipedia,260000.0,
UFC 221: Romero vs. Rockhold,https://en.wikipedia.org/wiki/UFC_221%3A_Romero_vs._Rockhold,2025-12-07T15:38:18.370646,"February 11, 2018(2018-02-11)",Perth Arena,/wiki/Perth_Arena,"Perth, Australia",12437.0,"12,437[1]",2810520.0,"$2,810,520[1]",15500.0,0.8023870967741935,Wikipedia,130000.0,
UFC Fight Night: Machida vs. Anders,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Machida_vs._Anders,2025-12-07T15:38:22.498109,"February 3, 2018(2018-02-03)",Arena Guilherme Paraense,,"Belém, Brazil",10144.0,"10,144[1]",,,,,Wikipedia,,
UFC 220: Miocic vs. Ngannou,https://en.wikipedia.org/wiki/UFC_220%3A_Miocic_vs._Ngannou,2025-12-07T15:38:28.597924,"January 20, 2018(2018-01-20)",TD Garden,/wiki/TD_Garden,"Boston, Massachusetts",16015.0,"16,015[1]",2450000.0,"$2,450,000[1]",21000.0,0.7626190476190476,Wikipedia,350000.0,
UFC Fight Night: Stephens vs. Choi,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Stephens_vs._Choi,2025-12-07T15:38:32.729186,"January 14, 2018(2018-01-14)",Scottrade Center,/wiki/Scottrade_Center,"St. Louis,Missouri, U.S.",10052.0,"10,052[1]",812995.0,"$812,995[1]",22000.0,0.45690909090909093,Wikipedia,,
UFC 219: Cyborg vs. Holm,https://en.wikipedia.org/wiki/UFC_219%3A_Cyborg_vs._Holm,2025-12-07T15:38:37.255594,"December 30, 2017(2017-12-30)",T-Mobile Arena,/wiki/T-Mobile_Arena,"Paradise, Nevada",13561.0,"13,561[1]",1760628.74,"$1,760,628.74[1]",20000.0,0.67805,Wikipedia,380000.0,
UFC Fight Night: Swanson vs. Ortega,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Swanson_vs._Ortega,2025-12-07T15:38:44.953508,"December 9, 2017(2017-12-09)",Save Mart Center,/wiki/Save_Mart_Center,"Fresno, California",7605.0,"7,605[1]",568290.0,"$568,290[1]",,,Wikipedia,,
UFC 218: Holloway vs. Aldo 2,https://en.wikipedia.org/wiki/UFC_218%3A_Holloway_vs._Aldo_2,2025-12-07T15:38:49.420431,"December 2, 2017(2017-12-02)",Little Caesars Arena,/wiki/Little_Caesars_Arena,"Detroit,Michigan",17587.0,"17,587[1]",2000000.0,"$2,000,000[1]",22000.0,0.799409090909091,Wikipedia,230000.0,
UFC Fight Night: Bisping vs. Gastelum,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Bisping_vs._Gastelum,2025-12-07T15:38:57.032387,"November 25, 2017(2017-11-25)",Mercedes Benz Arena,/wiki/Mercedes-Benz_Arena_(Shanghai),"Shanghai,China",15128.0,"15,128[1]",,,18000.0,0.8404444444444444,Wikipedia,,
UFC Fight Night: Werdum vs. Tybura,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Werdum_vs._Tybura,2025-12-07T15:39:01.070350,"November 19, 2017(2017-11-19)",Qudos Bank Arena,/wiki/Qudos_Bank_Arena,"Sydney, Australia",10021.0,"10,021[1]",,,1800021032.0,5.56715717308352e-06,Wikipedia,,
UFC Fight Night: Poirier vs. Pettis,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Poirier_vs._Pettis,2025-12-07T15:39:05.356341,"November 11, 2017(2017-11-11)",Ted Constant Convocation Center,/wiki/Ted_Constant_Convocation_Center,"Norfolk, Virginia",8442.0,"8,442[1]",642070.0,"$642,070[1]",9520.0,0.8867647058823529,Wikipedia,,
UFC 217: Bisping vs. St-Pierre,https://en.wikipedia.org/wiki/UFC_217%3A_Bisping_vs._St-Pierre,2025-12-07T15:39:09.681892,"November 4, 2017(2017-11-04)",Madison Square Garden,/wiki/Madison_Square_Garden,"New York City,New York",18201.0,"18,201[1]",6200000.0,"$6,200,000[1]",22000.0,0.8273181818181818,Wikipedia,875000.0,
UFC Fight Night: Brunson vs. Machida,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Brunson_vs._Machida,2025-12-07T15:39:14.212471,"October 28, 2017(2017-10-28)",Ginásio do Ibirapuera,/wiki/Gin%C3%A1sio_do_Ibirapuera,"São Paulo,Brazil",10265.0,"10,265[1]",,,10200.0,1.0063725490196078,Wikipedia,,
UFC Fight Night: Cerrone vs. Till,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Cerrone_vs._Till,2025-12-07T15:39:18.247451,"October 21, 2017(2017-10-21)",Ergo Arena,/wiki/Ergo_Arena,"Gdańsk/Sopot,Poland",11138.0,"11,138[1]",677000.0,"$677,000[1]",15000.0,0.7425333333333334,Wikipedia,,
UFC 216: Ferguson vs. Lee,https://en.wikipedia.org/wiki/UFC_216%3A_Ferguson_vs._Lee,2025-12-07T15:39:22.380362,"October 7, 2017(2017-10-07)",T-Mobile Arena,/wiki/T-Mobile_Arena,"Paradise, Nevada",10638.0,"10,638[1]",677999.5,"$677,999.50[1]",20000.0,0.5319,Wikipedia,200000.0,
UFC Fight Night: Saint Preux vs. Okami,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Saint_Preux_vs._Okami,2025-12-07T15:39:26.467269,"September 23, 2017(2017-09-23)",Saitama Super Arena,/wiki/Saitama_Super_Arena,"Saitama,Japan",8571.0,"8,571[1]",,,36500.0,0.23482191780821918,Wikipedia,,
UFC Fight Night: Rockhold vs. Branch,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Rockhold_vs._Branch,2025-12-07T15:39:30.563326,"September 16, 2017(2017-09-16)",PPG Paints Arena,/wiki/PPG_Paints_Arena,"Pittsburgh, Pennsylvania",7005.0,"7,005[1]",396190.75,"$396,190.75[1]",19758.0,0.3545399331916186,Wikipedia,,
UFC Fight Night: Volkov vs. Struve,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Volkov_vs._Struve,2025-12-07T15:39:38.251982,"September 2, 2017(2017-09-02)",Rotterdam Ahoy,/wiki/Rotterdam_Ahoy,"Rotterdam,Netherlands",10224.0,"10,224[1]",900000.0,"$900,000[1]",,,Wikipedia,,
UFC Fight Night: Pettis vs. Moreno,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Pettis_vs._Moreno,2025-12-07T15:39:42.251826,"August 5, 2017(2017-08-05)",Arena Ciudad de México,/wiki/Mexico_City_Arena,"Mexico City,Mexico",10172.0,"10,172[1]",,,22300.0,0.4561434977578475,Wikipedia,,
UFC 214: Cormier vs. Jones 2,https://en.wikipedia.org/wiki/UFC_214%3A_Cormier_vs._Jones_2,2025-12-07T15:39:46.632624,"July 29, 2017(2017-07-29)",Honda Center,/wiki/Honda_Center,"Anaheim, California",16610.0,"16,610[1]",2448870.0,"$2,448,870[1]",18900.0,0.8788359788359789,Wikipedia,,
UFC Fight Night: Nelson vs. Ponzinibbio,https://en.wikipedia.org/wiki/UFC_Fight_Night%3A_Nelson_vs._Ponzinibbio,2025-12-07T15:39:54.230937,"July 16, 2017(2017-07-16)",The SSE Hydro,/wiki/The_SSE_Hydro,"Glasgow,Scotland",10589.0,"10,589[1]",1200000.0,"$1,200,000[1]",14500.0,0.7302758620689656,Wikipedia,,
